real1,imag1,real2,imag2
0.530864355627751,1.1015515327453613,0.3440337421378423,1.0919770002365112
0.06843825015928373,0.038500116074484,0.0002953228006161712,0.03836338301936926
0.027969327829620694,0.042354363569600206,0.022038546465179776,0.03484936393199645
0.0891996227974241,0.1640779674053192,0.08621791111827781,0.15622931718826294
0.1765078806469944,0.009761616587638855,0.031578633390535904,0.004559338092803955
0.012121040366844998,0.007338166236877441,0.036663497785968335,0.011143907904624939
0.04490009988172505,0.011164218187332153,0.017334923878771946,0.0073636919260025024
0.010563767057525153,0.006007857620716095,0.018098036628623415,0.004268378019332886
0.02703896241305992,0.002984672784805298,0.08697935765569359,0.0056209564208984375
0.030051559610349443,3.404170274734497e-05,0.04616690480195984,0.005266964435577393
0.020120339995222225,0.010103074758800235,0.04976369679530157,0.0090372245009267
0.026716704283243464,0.005981784803499868,0.049332474555486394,0.010274153692354848
0.12494492988174266,0.02904619922148366,0.01773357848708934,0.03822412242399831
0.03845788391653593,0.006481654942035675,0.04152731526158421,0.0003456026315689087
0.008291601321600617,0.012126512825489044,0.0073534474177564535,0.00806109607219696
0.01447950408460108,0.27359217405319214,0.030973167667537105,0.2712774872779846
0.03178449586690446,0.012045517563819885,0.044024667120554806,0.004668742418289185
0.0376724190713964,0.0035407543182373047,0.0010112381775857493,0.003172159194946289
0.0026819902752203695,0.0110322473284592,0.015288164028958773,0.0015177490475783983
0.006289882071066968,0.008526957490925413,0.030192924149085157,0.0020329420356794414
0.002514893625156389,0.006289671257385443,0.10931498327456285,0.00764722664678974
0.034681858945790456,0.015495911240577698,0.03893600668419808,0.004677325487136841
0.15940342057293655,0.047678037737045376,0.06106012355738877,0.03927521333518991
0.07404177542943968,0.02302736902467517,0.03496210929174437,0.02144820356599597
0.09818991455621773,0.026293749010801615,0.06184658971242851,0.027385110056639017
0.03305471990307707,0.006911851465702057,0.06571255392738595,0.00816771388053894
0.006381410875718196,0.003568679094314575,0.008361322261045911,0.003136560320854187
0.009555324182007108,0.003398081205871706,0.07339046822497586,0.00822343482830823
0.019271494281301038,0.006279893219470978,0.01450723155660466,0.0007103085517883301
0.02854173531799964,0.0016079619526863098,0.005412953987233848,0.0006979554891586304
0.15448896718928928,0.001960769295692444,0.13477898499597174,0.013618230819702148
0.03553705203578039,0.004847095429804771,0.00533269631907507,0.016787693917658775
1.477846628448738,0.01136653870344162,0.057116060175854466,0.019372746348381042
0.019244501386723734,0.0011230334639549255,0.033153838384628154,0.0006039440631866455
0.04455183257577533,0.0016543492674827576,0.0032449229916511335,0.0013080835342407227
0.027035655643310785,0.022215962409973145,0.13279969448022388,0.0019526183605194092
0.010450548742251264,0.00048422813415527344,0.026544326259438145,0.007017776370048523
0.01175124786026771,0.004624940454959869,0.0007503678164672706,0.010827437043190002
0.0226785082857921,0.01793143814131848,0.03496955228260301,0.020565397196265378
0.0498596128137041,0.030822180211544037,0.026748306078612796,0.03278911113739014
0.06079366756484983,0.04306943346222036,0.0334547166724396,0.037471126806336574
0.06335276175857378,0.12782162427902222,178.07285503058003,0.01393011212348938
0.0039388461894001026,0.0023828819394111633,0.006423570577590909,0.00951683521270752
